provider,health_system_name,hospital_ownership,code,code_type,charge_description,code_class,plan_raw,mapped_payer,mapped_payer_class,rate,medicare_provider_id,npi,long,lat,street_address,city,state,zip_code,county,medicare_cbsa,acute_care_facility,hospital_overall_rating,hospital_type,total_beds,location,tq_compliance_score,cms_quality_rating,effectiveness_of_care_national_comparison,efficient_use_of_medical_imaging_national_comparison,mortality_national_comparison,patient_experience_national_comparison,readmission_national_comparison,safety_of_care_national_comparison,timeliness_of_care_national_comparison
Cleveland Clinic Hospital,The Cleveland Clinic Health System,Voluntary non-profit - Private,"19083",CPT,Bx Breast 1st Lesion Us Imag,Excision Procedures on the Breast,AULTCARE [520 ZZZAULTCARE [52003],Unsorted,Commercial,2358.92,"360180","1679525919",-81.621528,41.503438,"9500 Euclid Avenue",Cleveland,OH,"44195",Cuyahoga,"Cleveland-Elyria, OH",true,5,Acute Care Hospitals,1268,POINT (-81.621528 41.503438),5,5,Same as the national average,Above the national average,Above the national average,Above the national average,Below the national average,Above the national average,Same as the national average
Cleveland Clinic Hospital,The Cleveland Clinic Health System,Voluntary non-profit - Private,"19083",CPT,Bx Breast 1st Lesion Us Imag,Excision Procedures on the Breast,BOEING CARDIA BOEING CARDIAC WEBTPA [52459],Unsorted,Commercial,2428.30,"360180","1679525919",-81.621528,41.503438,"9500 Euclid Avenue",Cleveland,OH,"44195",Cuyahoga,"Cleveland-Elyria, OH",true,5,Acute Care Hospitals,1268,POINT (-81.621528 41.503438),5,5,Same as the national average,Above the national average,Above the national average,Above the national average,Below the national average,Above the national average,Same as the national average
Cleveland Clinic Hospital,The Cleveland Clinic Health System,Voluntary non-profit - Private,"19083",CPT,Bx Breast 1st Lesion Us Imag,Excision Procedures on the Breast,BUCKEYE MEDIC ALLWELL BUCKEYE HMO [12176],Buckeye,Commercial,1346.08,"360180","1679525919",-81.621528,41.503438,"9500 Euclid Avenue",Cleveland,OH,"44195",Cuyahoga,"Cleveland-Elyria, OH",true,5,Acute Care Hospitals,1268,POINT (-81.621528 41.503438),5,5,Same as the national average,Above the national average,Above the national average,Above the national average,Below the national average,Above the national average,Same as the national average
Cleveland Clinic Hospital,The Cleveland Clinic Health System,Voluntary non-profit - Private,"19083",CPT,Breast Biopsy W/ultrasound Guidance,Excision Procedures on the Breast,BUCKEYE MEDIC BUCKEYE CHP MEDICAID [22010],Buckeye,Medicaid,139.65,"360180","1679525919",-81.621528,41.503438,"9500 Euclid Avenue",Cleveland,OH,"44195",Cuyahoga,"Cleveland-Elyria, OH",true,5,Acute Care Hospitals,1268,POINT (-81.621528 41.503438),5,5,Same as the national average,Above the national average,Above the national average,Above the national average,Below the national average,Above the national average,Same as the national average
Cleveland Clinic Hospital,The Cleveland Clinic Health System,Voluntary non-profit - Private,"19083",CPT,Breast Biopsy W/ultrasound Guidance,Excision Procedures on the Breast,BUCKEYE MEDIC MYCARE BUCKEYE MEDICAID [22042],Buckeye,Medicaid,160.74,"360180","1679525919",-81.621528,41.503438,"9500 Euclid Avenue",Cleveland,OH,"44195",Cuyahoga,"Cleveland-Elyria, OH",true,5,Acute Care Hospitals,1268,POINT (-81.621528 41.503438),5,5,Same as the national average,Above the national average,Above the national average,Above the national average,Below the national average,Above the national average,Same as the national average
Cleveland Clinic Hospital,The Cleveland Clinic Health System,Voluntary non-profit - Private,"19083",CPT,Bx Breast 1st Lesion Us Imag,Excision Procedures on the Breast,BUCKEYE MEDIC MYCARE BUCKEYE MEDICARE [12126],Buckeye,Medicare,1346.08,"360180","1679525919",-81.621528,41.503438,"9500 Euclid Avenue",Cleveland,OH,"44195",Cuyahoga,"Cleveland-Elyria, OH",true,5,Acute Care Hospitals,1268,POINT (-81.621528 41.503438),5,5,Same as the national average,Above the national average,Above the national average,Above the national average,Below the national average,Above the national average,Same as the national average
Cleveland Clinic Hospital,The Cleveland Clinic Health System,Voluntary non-profit - Private,"19083",CPT,Breast Biopsy W/ultrasound Guidance,Excision Procedures on the Breast,BWC [82000] CCMSI [82119],Unsorted,Commercial,1399.51,"360180","1679525919",-81.621528,41.503438,"9500 Euclid Avenue",Cleveland,OH,"44195",Cuyahoga,"Cleveland-Elyria, OH",true,5,Acute Care Hospitals,1268,POINT (-81.621528 41.503438),5,5,Same as the national average,Above the national average,Above the national average,Above the national average,Below the national average,Above the national average,Same as the national average
Cleveland Clinic Hospital,The Cleveland Clinic Health System,Voluntary non-profit - Private,"19083",CPT,Bx Breast 1st Lesion Us Imag,Excision Procedures on the Breast,BWC [82000] ZZZWV WORKERS COMPENSATION [82000,Unsorted,Workers' Compensation,1879.80,"360180","1679525919",-81.621528,41.503438,"9500 Euclid Avenue",Cleveland,OH,"44195",Cuyahoga,"Cleveland-Elyria, OH",true,5,Acute Care Hospitals,1268,POINT (-81.621528 41.503438),5,5,Same as the national average,Above the national average,Above the national average,Above the national average,Below the national average,Above the national average,Same as the national average
Cleveland Clinic Hospital,The Cleveland Clinic Health System,Voluntary non-profit - Private,"19083",CPT,Breast Biopsy W/ultrasound Guidance,Excision Procedures on the Breast,CARESOURCE [5 CARESOURCE HIX [53341],Caresource,Commercial,893.60,"360180","1679525919",-81.621528,41.503438,"9500 Euclid Avenue",Cleveland,OH,"44195",Cuyahoga,"Cleveland-Elyria, OH",true,5,Acute Care Hospitals,1268,POINT (-81.621528 41.503438),5,5,Same as the national average,Above the national average,Above the national average,Above the national average,Below the national average,Above the national average,Same as the national average
Cleveland Clinic Hospital,The Cleveland Clinic Health System,Voluntary non-profit - Private,"19083",CPT,Bx Breast 1st Lesion Us Imag,Excision Procedures on the Breast,CARESOURCE [5 CARESOURCE HIX [53341],Caresource,Commercial,1907.95,"360180","1679525919",-81.621528,41.503438,"9500 Euclid Avenue",Cleveland,OH,"44195",Cuyahoga,"Cleveland-Elyria, OH",true,5,Acute Care Hospitals,1268,POINT (-81.621528 41.503438),5,5,Same as the national average,Above the national average,Above the national average,Above the national average,Below the national average,Above the national average,Same as the national average
Cleveland Clinic Hospital,The Cleveland Clinic Health System,Voluntary non-profit - Private,"19083",CPT,Breast Biopsy W/ultrasound Guidance,Excision Procedures on the Breast,CARESOURCE ME CARESOURCE DUAL ADVANTAGE HMO SNP [122,Caresource,Dual,156.06,"360180","1679525919",-81.621528,41.503438,"9500 Euclid Avenue",Cleveland,OH,"44195",Cuyahoga,"Cleveland-Elyria, OH",true,5,Acute Care Hospitals,1268,POINT (-81.621528 41.503438),5,5,Same as the national average,Above the national average,Above the national average,Above the national average,Below the national average,Above the national average,Same as the national average
Cleveland Clinic Hospital,The Cleveland Clinic Health System,Voluntary non-profit - Private,"19083",CPT,Breast Biopsy W/ultrasound Guidance,Excision Procedures on the Breast,CARESOURCE ME CARESOURCE MEDICAID [22013],Caresource,Medicaid,139.65,"360180","1679525919",-81.621528,41.503438,"9500 Euclid Avenue",Cleveland,OH,"44195",Cuyahoga,"Cleveland-Elyria, OH",true,5,Acute Care Hospitals,1268,POINT (-81.621528 41.503438),5,5,Same as the national average,Above the national average,Above the national average,Above the national average,Below the national average,Above the national average,Same as the national average
Cleveland Clinic Hospital,The Cleveland Clinic Health System,Voluntary non-profit - Private,"19083",CPT,Bx Breast 1st Lesion Us Imag,Excision Procedures on the Breast,CARESOURCE ME CARESOURCE MEDICARE HMO [12199],Caresource,Medicare,1333.02,"360180","1679525919",-81.621528,41.503438,"9500 Euclid Avenue",Cleveland,OH,"44195",Cuyahoga,"Cleveland-Elyria, OH",true,5,Acute Care Hospitals,1268,POINT (-81.621528 41.503438),5,5,Same as the national average,Above the national average,Above the national average,Above the national average,Below the national average,Above the national average,Same as the national average
Cleveland Clinic Hospital,The Cleveland Clinic Health System,Voluntary non-profit - Private,"19083",CPT,Bx Breast 1st Lesion Us Imag,Excision Procedures on the Breast,CARESOURCE ME MYCARE CARESOURCE MEDICARE [12124,Caresource,Medicare,1346.08,"360180","1679525919",-81.621528,41.503438,"9500 Euclid Avenue",Cleveland,OH,"44195",Cuyahoga,"Cleveland-Elyria, OH",true,5,Acute Care Hospitals,1268,POINT (-81.621528 41.503438),5,5,Same as the national average,Above the national average,Above the national average,Above the national average,Below the national average,Above the national average,Same as the national average
Cleveland Clinic Hospital,The Cleveland Clinic Health System,Voluntary non-profit - Private,"19083",CPT,Breast Biopsy W/ultrasound Guidance,Excision Procedures on the Breast,Cash Price,Cash Price,Self-Pay,1452.10,"360180","1679525919",-81.621528,41.503438,"9500 Euclid Avenue",Cleveland,OH,"44195",Cuyahoga,"Cleveland-Elyria, OH",true,5,Acute Care Hospitals,1268,POINT (-81.621528 41.503438),5,5,Same as the national average,Above the national average,Above the national average,Above the national average,Below the national average,Above the national average,Same as the national average
Cleveland Clinic Hospital,The Cleveland Clinic Health System,Voluntary non-profit - Private,"19083",CPT,Bx Breast 1st Lesion Us Imag,Excision Procedures on the Breast,Cash Price,Cash Price,Self-Pay,2254.85,"360180","1679525919",-81.621528,41.503438,"9500 Euclid Avenue",Cleveland,OH,"44195",Cuyahoga,"Cleveland-Elyria, OH",true,5,Acute Care Hospitals,1268,POINT (-81.621528 41.503438),5,5,Same as the national average,Above the national average,Above the national average,Above the national average,Below the national average,Above the national average,Same as the national average
Cleveland Clinic Hospital,The Cleveland Clinic Health System,Voluntary non-profit - Private,"19083",CPT,Bx Breast 1st Lesion Us Imag,Excision Procedures on the Breast,CHESTERFIELD CHESTERFIELD RESOURCES [53256],UMR,Commercial,2775.20,"360180","1679525919",-81.621528,41.503438,"9500 Euclid Avenue",Cleveland,OH,"44195",Cuyahoga,"Cleveland-Elyria, OH",true,5,Acute Care Hospitals,1268,POINT (-81.621528 41.503438),5,5,Same as the national average,Above the national average,Above the national average,Above the national average,Below the national average,Above the national average,Same as the national average
Cleveland Clinic Hospital,The Cleveland Clinic Health System,Voluntary non-profit - Private,"19083",CPT,Bx Breast 1st Lesion Us Imag,Excision Procedures on the Breast,CIGNA [57000] CIGNA HEALTHPARTNERS [57000],Cigna,Commercial,3052.72,"360180","1679525919",-81.621528,41.503438,"9500 Euclid Avenue",Cleveland,OH,"44195",Cuyahoga,"Cleveland-Elyria, OH",true,5,Acute Care Hospitals,1268,POINT (-81.621528 41.503438),5,5,Same as the national average,Above the national average,Above the national average,Above the national average,Below the national average,Above the national average,Same as the national average
Cleveland Clinic Hospital,The Cleveland Clinic Health System,Voluntary non-profit - Private,"19083",CPT,Breast Biopsy W/ultrasound Guidance,Excision Procedures on the Breast,CIGNA [57000] CIGNA MVP HEALTH CARE [57128],Cigna,Commercial,498.66,"360180","1679525919",-81.621528,41.503438,"9500 Euclid Avenue",Cleveland,OH,"44195",Cuyahoga,"Cleveland-Elyria, OH",true,5,Acute Care Hospitals,1268,POINT (-81.621528 41.503438),5,5,Same as the national average,Above the national average,Above the national average,Above the national average,Below the national average,Above the national average,Same as the national average
Cleveland Clinic Hospital,The Cleveland Clinic Health System,Voluntary non-profit - Private,"19083",CPT,Bx Breast 1st Lesion Us Imag,Excision Procedures on the Breast,CIGNA [57000] ZZZCIGNA BH [57021],Cigna,Commercial,2775.20,"360180","1679525919",-81.621528,41.503438,"9500 Euclid Avenue",Cleveland,OH,"44195",Cuyahoga,"Cleveland-Elyria, OH",true,5,Acute Care Hospitals,1268,POINT (-81.621528 41.503438),5,5,Same as the national average,Above the national average,Above the national average,Above the national average,Below the national average,Above the national average,Same as the national average
Cleveland Clinic Hospital,The Cleveland Clinic Health System,Voluntary non-profit - Private,"19083",CPT,Breast Biopsy W/ultrasound Guidance,Excision Procedures on the Breast,CIGNA [57000] ZZZCIGNA QUALCARE OAP GENERIC [57134],Cigna,Commercial,498.66,"360180","1679525919",-81.621528,41.503438,"9500 Euclid Avenue",Cleveland,OH,"44195",Cuyahoga,"Cleveland-Elyria, OH",true,5,Acute Care Hospitals,1268,POINT (-81.621528 41.503438),5,5,Same as the national average,Above the national average,Above the national average,Above the national average,Below the national average,Above the national average,Same as the national average
Cleveland Clinic Hospital,The Cleveland Clinic Health System,Voluntary non-profit - Private,"19083",CPT,Bx Breast 1st Lesion Us Imag,Excision Procedures on the Breast,CIGNA MEDICAR CIGNA MA HMO [12279],Cigna,Medicare,1306.88,"360180","1679525919",-81.621528,41.503438,"9500 Euclid Avenue",Cleveland,OH,"44195",Cuyahoga,"Cleveland-Elyria, OH",true,5,Acute Care Hospitals,1268,POINT (-81.621528 41.503438),5,5,Same as the national average,Above the national average,Above the national average,Above the national average,Below the national average,Above the national average,Same as the national average
Cleveland Clinic Hospital,The Cleveland Clinic Health System,Voluntary non-profit - Private,"19083",CPT,Bx Breast 1st Lesion Us Imag,Excision Procedures on the Breast,COVENTRY HEAL ZZZCOVENTRY TRANSPLANT [52336],Coventry,Commercial,2775.20,"360180","1679525919",-81.621528,41.503438,"9500 Euclid Avenue",Cleveland,OH,"44195",Cuyahoga,"Cleveland-Elyria, OH",true,5,Acute Care Hospitals,1268,POINT (-81.621528 41.503438),5,5,Same as the national average,Above the national average,Above the national average,Above the national average,Below the national average,Above the national average,Same as the national average
Cleveland Clinic Hospital,The Cleveland Clinic Health System,Voluntary non-profit - Private,"19083",CPT,Bx Breast 1st Lesion Us Imag,Excision Procedures on the Breast,COVID19 HRSA COVID19 HRSA UNINSURED TESTING AN,Unsorted,Commercial,1306.88,"360180","1679525919",-81.621528,41.503438,"9500 Euclid Avenue",Cleveland,OH,"44195",Cuyahoga,"Cleveland-Elyria, OH",true,5,Acute Care Hospitals,1268,POINT (-81.621528 41.503438),5,5,Same as the national average,Above the national average,Above the national average,Above the national average,Below the national average,Above the national average,Same as the national average
Cleveland Clinic Hospital,The Cleveland Clinic Health System,Voluntary non-profit - Private,"19083",CPT,Breast Biopsy W/ultrasound Guidance,Excision Procedures on the Breast,DENTAL [95004 CIGNA DENTAL GENERIC [95286],Cigna,Commercial,446.80,"360180","1679525919",-81.621528,41.503438,"9500 Euclid Avenue",Cleveland,OH,"44195",Cuyahoga,"Cleveland-Elyria, OH",true,5,Acute Care Hospitals,1268,POINT (-81.621528 41.503438),5,5,Same as the national average,Above the national average,Above the national average,Above the national average,Below the national average,Above the national average,Same as the national average
Cleveland Clinic Hospital,The Cleveland Clinic Health System,Voluntary non-profit - Private,"19083",CPT,Bx Breast 1st Lesion Us Imag,Excision Procedures on the Breast,EHP [54002] ZZZMHS CCHS AND AKRON OH STAFF [5,Unsorted,Commercial,1123.96,"360180","1679525919",-81.621528,41.503438,"9500 Euclid Avenue",Cleveland,OH,"44195",Cuyahoga,"Cleveland-Elyria, OH",true,5,Acute Care Hospitals,1268,POINT (-81.621528 41.503438),5,5,Same as the national average,Above the national average,Above the national average,Above the national average,Below the national average,Above the national average,Same as the national average
Cleveland Clinic Hospital,The Cleveland Clinic Health System,Voluntary non-profit - Private,"19083",CPT,Breast Biopsy W/ultrasound Guidance,Excision Procedures on the Breast,EHP PENDING [ EHP PENDING [54053],Unsorted,Commercial,262.18,"360180","1679525919",-81.621528,41.503438,"9500 Euclid Avenue",Cleveland,OH,"44195",Cuyahoga,"Cleveland-Elyria, OH",true,5,Acute Care Hospitals,1268,POINT (-81.621528 41.503438),5,5,Same as the national average,Above the national average,Above the national average,Above the national average,Below the national average,Above the national average,Same as the national average
Cleveland Clinic Hospital,The Cleveland Clinic Health System,Voluntary non-profit - Private,"19083",CPT,Bx Breast 1st Lesion Us Imag,Excision Procedures on the Breast,FIRST HEALTH FIRST HEALTH NETWORK GENERIC [524,First Health,Commercial,2601.75,"360180","1679525919",-81.621528,41.503438,"9500 Euclid Avenue",Cleveland,OH,"44195",Cuyahoga,"Cleveland-Elyria, OH",true,5,Acute Care Hospitals,1268,POINT (-81.621528 41.503438),5,5,Same as the national average,Above the national average,Above the national average,Above the national average,Below the national average,Above the national average,Same as the national average
